external_id,source_id,subject,subject_slug,chapter_num,chapter_slug,chapter_title,node_kind,statement,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,difficulty,flag_for_review,source,tests
pu-verbal-reasoning-ch4-q2,p011-q11,Verbal Reasoning,pu-verbal-reasoning,4,sentence-completion,Sentence Completion,topic,It is ___ to me whether he lives in Karachi or Hyderabad.,All but one,All one,One and the same,All or one,,c,The idiom 'one and the same' means it makes no difference.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch4-q3,p011-q12,Verbal Reasoning,pu-verbal-reasoning,4,sentence-completion,Sentence Completion,topic,"In his lecture, he dealt ___ the cause of the Gulf War.",With,On,For,No improvement,,a,Deal with' is the correct collocation meaning to address a topic.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch4-q4,p011-q13,Verbal Reasoning,pu-verbal-reasoning,4,sentence-completion,Sentence Completion,topic,It is ___ since Haris went away.,One and quarter,One and quarter hour,One hours and quarter,One hour and a quarter,,d,The grammatically correct time expression is 'one hour and a quarter'.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch4-q5,p011-q14,Verbal Reasoning,pu-verbal-reasoning,4,sentence-completion,Sentence Completion,topic,"Where politics fails, economics ___.",May sometimes succeeds,May sometime succeeds,Sometimes succeed,Sometimes succeeds,,d,'Sometimes succeeds' is the grammatically correct form: 'economics' is a singular noun requiring the singular verb 'succeeds'. 'May sometimes succeeds' (option a) is ungrammatical.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch4-q6,p011-q15,Verbal Reasoning,pu-verbal-reasoning,4,sentence-completion,Sentence Completion,topic,He has been working ___ for several years to compile a dictionary.,Regularly,Constantly,On and off,On or off,,c,Off and on' means the same as 'on and off' (intermittently).,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch5-q1,p011-q16,Verbal Reasoning,pu-verbal-reasoning,5,comprehension,Comprehension,topic,[Cricket passage] What is/are true of Shrewsbury? I. He was a cricket player. II. His technical knowledge about cricket was poor. III. There was no spirit in his play.,I and II,I and III,Only I,None of these,,b,The passage says Shrewsbury was technically astonishing (so II is false) but lacked spirit; statements I (player) and III (no spirit) are true.,hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch5-q2,p012-q17,Verbal Reasoning,pu-verbal-reasoning,5,comprehension,Comprehension,topic,[Cricket passage] The author feels that:,Technical perfection is not required in playing an enjoyable cricket,He who plays cricket with adventure and enthusiasm makes it enjoyable,He who scores a century must be a good cricketer,Cricket is a monotonous game,,b,The author values joyous adventure and enthusiasm over mere technical run-scoring.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch5-q3,p012-q18,Verbal Reasoning,pu-verbal-reasoning,5,comprehension,Comprehension,topic,[Cricket passage] Jam Sahib:,Was a splendid cricket player,Lived in Nawanagar,Neither (A) nor (B) is true,Both (A) and (B) are true,,d,"The passage describes Jam Sahib as a splendid player and the ruler of Nawanagar, so both statements are true.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch5-q4,p012-q19,Verbal Reasoning,pu-verbal-reasoning,5,comprehension,Comprehension,topic,[Cricket passage] 'In literature as in finance... much paper and much poverty may co-exist.' What does it mean?,Jam Sahib was rich man as he was the king of Nawanagar,Shrewsbury was a poor man,The cricketer who gets lot of runs may not play an enjoyable cricket,None of these,,c,The metaphor means quantity (many runs / much paper) can coexist with poverty of quality; a high-scoring cricketer may still play joyless cricket.,hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-verbal-reasoning-ch5-q5,p012-q20,Verbal Reasoning,pu-verbal-reasoning,5,comprehension,Comprehension,topic,[Cricket passage] What gives cricket its character?,The spirit of sacrifice,The spirit of joyous adventure,The gaiety daring attitude of the player,All of these,,d,"The passage attributes cricket's character to sacrifice, joyous adventure, and the player's daring gaiety together.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch1-q1,p012-q21,Quantitative Reasoning,pu-quantitative-reasoning,1,arithmetic,Arithmetic,topic,The number of chairs in a school hall that can be set out in 35 equal rows or in 45 equal rows or in 105 equal rows is:,600,400,40,80,,a,"Printed key marks 600. Note: a number divisible by 35, 45 and 105 must be a multiple of their LCM (315); 600 is not, so the item is inconsistent. Verify against scan.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch1-q2,p012-q22,Quantitative Reasoning,pu-quantitative-reasoning,1,arithmetic,Arithmetic,topic,"Three bells toll at intervals of 6, 9 and 15 minutes respectively. If they toll together at 5 p.m., when will they toll together next?",6:30,5:30,6:45,5:45,,a,"LCM(6, 9, 15) = 90 minutes = 1 hour 30 minutes. 5:00 + 1:30 = 6:30.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch1-q3,p012-q23,Quantitative Reasoning,pu-quantitative-reasoning,1,arithmetic,Arithmetic,topic,"It takes Riaz 30 minutes to mark a paper and Razi 25 minutes. If both start marking at 11:00 AM, when will they first finish a paper at the same time?",12:30,12:45,1:30,12:25,,c,"LCM(30, 25) = 150 minutes = 2 hours 30 minutes. 11:00 AM + 2:30 = 1:30 PM.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch1-q4,p013-q24,Quantitative Reasoning,pu-quantitative-reasoning,1,arithmetic,Arithmetic,topic,"Sonia buys two off-cuts of ribbon, one 153 cm and the other 204 cm long. She cuts them into pieces all of the same length. What is the greatest length each piece can be?",39,6,17,51,,d,"Greatest equal length = HCF(153, 204) = 51 cm (153 = 3x51, 204 = 4x51).",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch1-q5,p013-q25,Quantitative Reasoning,pu-quantitative-reasoning,1,arithmetic,Arithmetic,topic,"A farmer fences a triangular field with sides 477, 2412 and 639 feet, placing posts at equal distances (a post at each corner) as far apart as possible. How far apart will the posts be?",18 feet,9 feet,27 feet,159 feet,,b,"Greatest equal spacing = HCF(477, 2412, 639) = 9 feet.",hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch2-q1,p013-q26,Quantitative Reasoning,pu-quantitative-reasoning,2,algebra-and-functions,Algebra and Functions,topic,A solid brass cylinder 12 cm high and 6 cm in radius is melted and recast into a right circular cone of diameter 16 cm. Find the height of the cone.,10.15 cm,20.25 cm,28.75 cm,26.28 cm,,b,Cylinder volume = pi*6^2*12 = 432 pi. Cone volume = (1/3)*pi*8^2*H. Equate: H = 432*3/64 = 20.25 cm.,hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch2-q2,p013-q27,Quantitative Reasoning,pu-quantitative-reasoning,2,algebra-and-functions,Algebra and Functions,topic,The slant height l of a cone with base radius r and height h is given by l =,sqrt(h^2 + r^2),sqrt(h^2 - r^2),pi*r*sqrt(h^2 + r^2),pi*r*sqrt(h^2 - r^2),,a,By Pythagoras' theorem the slant height l = sqrt(h^2 + r^2).,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch2-q3,p013-q28,Quantitative Reasoning,pu-quantitative-reasoning,2,algebra-and-functions,Algebra and Functions,topic,"If a, b and c are the measures of the sides of a triangle, then the area of the triangle is:","sqrt(s(s+a)(s+b)(s+c)), where 2s = a+b+c","sqrt(s(s-a)(s-b)(s-c)), where s = a+b+c","sqrt((s-a)(s-b)(s-c)), where 3s = a+b+c","sqrt(s(s-a)(s-b)(s-c)), where 2s = a+b+c",,d,"Heron's formula: Area = sqrt(s(s-a)(s-b)(s-c)) with s = (a+b+c)/2, i.e. 2s = a+b+c (option d).",hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch3-q1,p013-q29,Quantitative Reasoning,pu-quantitative-reasoning,3,geometry,Geometry,topic,20 degrees is equal to how many minutes of arc?,360',630',1200',3600',,c,"1 degree = 60 minutes, so 20 x 60 = 1200 minutes (1200').",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch3-q2,p013-q30,Quantitative Reasoning,pu-quantitative-reasoning,3,geometry,Geometry,topic,5pi/6 radians is equal to how many degrees?,115,135,150,30,,c,5pi/6 rad x (180/pi) = 150 degrees.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch3-q3,p013-q31,Quantitative Reasoning,pu-quantitative-reasoning,3,geometry,Geometry,topic,"In the figure, triangle ABC is right-angled at B with hypotenuse AC = 16; D lies on BC with BD = 3 and DC = 4. Find AD.",3 sqrt(2),6 sqrt(6),6 sqrt(3),3 sqrt(7),,b,BC=BD+DC=7. AB²=AC²−BC²=256−49=207. AD²=AB²+BD²=207+9=216. AD=√216=6√6.,hard,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch4-q1,p013-q32,Quantitative Reasoning,pu-quantitative-reasoning,4,equations,Equations,topic,"If 3x + 17 = 9 - x, what is the value of x?",2,3,-2,-3,,c,3x + x = 9 - 17 -> 4x = -8 -> x = -2.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch4-q2,p013-q33,Quantitative Reasoning,pu-quantitative-reasoning,4,equations,Equations,topic,"If x - 5 = 9, what is the value of x^2 - 5?",196,191,16,11,,b,"x = 14, so x^2 - 5 = 196 - 5 = 191.",medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch4-q3,p014-q34,Quantitative Reasoning,pu-quantitative-reasoning,4,equations,Equations,topic,"If at - b = c - dt, what is the value of t in terms of a, b, c and d?",(b - c)/(a - d),a/b,c/d,(b + c)/(a + d),,d,at + dt = c + b -> t(a + d) = b + c -> t = (b + c)/(a + d).,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch5-q1,p014-q35,Quantitative Reasoning,pu-quantitative-reasoning,5,statistics,Statistics,topic,Primary data and ungrouped data are:,Same,Opposite,Not same,Proportional,,c,Primary data (freshly collected first-hand) and ungrouped data (not yet organised) are different concepts - not the same.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch5-q2,p014-q36,Quantitative Reasoning,pu-quantitative-reasoning,5,statistics,Statistics,topic,The data which have not undergone any statistical treatment are ___ data.,Primary,Secondary,Grouped,None of these,,a,"Raw, untreated data collected first-hand is primary data.",easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch6-q1,p014-q37,Quantitative Reasoning,pu-quantitative-reasoning,6,mental-mathematics,Scenario Based / Mental Mathematics,topic,A tank measuring 30 cm by 20 cm by 10 cm is 1/5 full of water. How much water is in the tank?,3000 cm^3,6000 cm^3,1200 cm^3,1000 cm^3,,c,Volume = 30*20*10 = 6000 cm^3; 1/5 of 6000 = 1200 cm^3.,easy,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch6-q2,p014-q38,Quantitative Reasoning,pu-quantitative-reasoning,6,mental-mathematics,Scenario Based / Mental Mathematics,topic,"During the first year the population of a town increased by 4% and during the second year it decreased by 4%. If at the end of the 2nd year its population was 2596, at the beginning it was:",2550,2600,2400,2500,,b,After yr1: 1.04x. After yr2: 1.04x×0.96=0.9984x=2596. x=2596/0.9984≈2600.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch6-q3,p014-q39,Quantitative Reasoning,pu-quantitative-reasoning,6,mental-mathematics,Scenario Based / Mental Mathematics,topic,A solution of 27 gallons of acid contains 9 gallons of pure acid. How much water (in gallons) should be added to produce a 25% acid solution?,9,18,27,25,,a,9/(27 + w) = 0.25 -> 27 + w = 36 -> w = 9 gallons.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-quantitative-reasoning-ch6-q4,p014-q40,Quantitative Reasoning,pu-quantitative-reasoning,6,mental-mathematics,Scenario Based / Mental Mathematics,topic,"A camp has provisions for 1600 participants to last 60 days. If the present strength is 1200, the provisions will last ___ days.",96,86,80,72,,c,Total = 1600*60 = 96000 person-days; 96000/1200 = 80 days.,medium,,pu-dogar,pu-e:past_paper;pu-m:past_paper;pu-ahs:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper;pu-com:past_paper
pu-maths-ch1-q1,p014-q41,Mathematics,pu-maths,1,general,General (Model Paper),topic,20 men can construct a building in 40 days. How long will it take 10 men to do the same work?,80 days,60 days,70 days,50 days,,a,Men and days are inversely proportional: 20*40 = 800 man-days; 800/10 = 80 days.,easy,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q2,p014-q42,Mathematics,pu-maths,1,general,General (Model Paper),topic,Muhammad Aslam bought a TV for Rs.8000 and sold it for Rs.7000. How much loss did he incur?,Rs.4000,Rs.2000,Rs.3000,Rs.1000,,d,Loss = cost price - selling price = 8000 - 7000 = Rs.1000.,easy,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q3,p014-q43,Mathematics,pu-maths,1,general,General (Model Paper),topic,"Find the missing number in the series: 60, 59, 57, 54, 50, ___",45,47,44,43,,a,"Differences are -1, -2, -3, -4, -5; so 50 - 5 = 45.",medium,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q4,p014-q44,Mathematics,pu-maths,1,general,General (Model Paper),topic,A speed of 45 km per hour is the same as:,15 m/s,12 m/s,12.5 m/s,13 m/s,,c,45 km/h = 45*1000/3600 = 12.5 m/s.,easy,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q5,p014-q45,Mathematics,pu-maths,1,general,General (Model Paper),topic,"A rectangular room is 6 m long, 5 m wide and 4 m high. What is the total volume of the room in cubic metres?",24,30,120,240,,c,Volume = 6*5*4 = 120 m^3.,easy,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q6,p014-q46,Mathematics,pu-maths,1,general,General (Model Paper),topic,367 is how much below 400?,31,33,35,32,,b,400 - 367 = 33.,easy,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q7,p015-q47,Mathematics,pu-maths,1,general,General (Model Paper),topic,5/6 x 2/5 = ?,3,1/3,1,7/11,,b,5/6 x 2/5 = 10/30 = 1/3.,easy,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q8,p015-q48,Mathematics,pu-maths,1,general,General (Model Paper),topic,18 1/6 divided by 2 1/3 = ?,7 11/14,11 7/14,36,4 1/2,,a,18⅙ ÷ 2⅓ = (109/6) ÷ (7/3) = (109/6) × (3/7) = 327/42 = 109/14 = 7 11/14.,medium,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q9,p015-q49,Mathematics,pu-maths,1,general,General (Model Paper),topic,2 2/3 x 5/14 = ?,40/24,20/21,50/42,21/20,,b,2⅔ × 5/14 = (8/3) × (5/14) = 40/42 = 20/21.,medium,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q10,p015-q50,Mathematics,pu-maths,1,general,General (Model Paper),topic,A bag contains 9 KG of sugar which is separated into packages containing 450 grams each. How many such packages can be made?,24,18,20,16,,c,9 kg = 9000 g; 9000/450 = 20 packages.,easy,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q11,p015-q51,Mathematics,pu-maths,1,general,General (Model Paper),topic,"If Z is a complex number, which of the following statements is FALSE?",|Z^2| = |Z|^2,Z = conjugate(Z),conjugate(Z^2) = (conjugate Z)^2,|Z^2| = |conjugate Z|^2,,b,A complex number equals its conjugate only when it is real; in general Z = conjugate(Z) is false.,medium,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q12,p015-q52,Mathematics,pu-maths,1,general,General (Model Paper),topic,"In the implication p -> q, q is called the:",Conclusion,Antecedent,Hypothesis,Implication,,a,"In p -> q, p is the antecedent/hypothesis and q is the consequent/conclusion.",medium,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q13,p015-q53,Mathematics,pu-maths,1,general,General (Model Paper),topic,"If p is any proposition, its negation is denoted by:",~q,~p,~p and ~q,and p,,b,The negation of a proposition p is written ~p.,easy,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q14,p015-q54,Mathematics,pu-maths,1,general,General (Model Paper),topic,A square matrix A = [a_ij] (n x n) with complex entries is called Hermitian if:,(A)^t = A,(conjugate A)^t = A,(conjugate A)^t = -A,(A)^t = -A,,b,A is Hermitian when its conjugate transpose equals itself: (conjugate A)^t = A.,hard,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q15,p015-q55,Mathematics,pu-maths,1,general,General (Model Paper),topic,"If A = [[i, 1+i], [1, -i]], then A + (conjugate A)^t is a matrix that is:",Symmetric,Skew-Symmetric,Hermitian,Skew-Hermitian,,c,"For any square matrix A, A + (conjugate A)^t (i.e. A + A*) is always Hermitian.",hard,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q16,p015-q56,Mathematics,pu-maths,1,general,General (Model Paper),topic,A square matrix A such that |A| = 0 is called:,Singular,Non-singular,Adjoint,Nilpotent,,a,A matrix with zero determinant has no inverse and is called singular.,easy,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
pu-maths-ch1-q17,p015-q57,Mathematics,pu-maths,1,general,General (Model Paper),topic,"If w is a complex cube root of unity, then (1 + w - w^2)(1 - w + w^2) =",0,1,2,4,,d,Using 1 + w + w^2 = 0: (1 + w - w^2) = -2w^2 and (1 - w + w^2) = -2w; product = 4w^3 = 4.,hard,,pu-dogar,pu-e:past_paper;pu-csp:past_paper;pu-css:past_paper;pu-cse:past_paper;pu-gs:past_paper
